time,temperature,humidity,moisture,vibration,item_type,item_count,rfid_code,weight,scenario,alert,alert_name
2025-12-16 22:48:57,19.45361814362232,47.95174982577999,1000.3521520749284,1.0092498604562032,NORMAL,2,N-2-918,10,NORMAL,0,GREEN
2025-12-16 22:48:58,19.549689514710536,48.39616952153571,991.3599051539328,1.0108660808878396,NORMAL,2,N-2-926,10,NORMAL,0,GREEN
2025-12-16 22:48:59,19.646331769068357,47.71127917615212,996.5538473787384,1.0107809655163136,NORMAL,2,N-2-571,10,NORMAL,0,GREEN
2025-12-16 22:49:00,19.428123864323208,46.852675986239525,1001.4666153001738,1.0095970737755884,NORMAL,1,N-1-929,5,NORMAL,0,GREEN
2025-12-16 22:49:01,19.472151153500427,46.90628211751922,997.6080431312992,1.0124324248194794,NORMAL,1,N-1-367,5,NORMAL,0,GREEN
2025-12-16 22:49:02,19.33404975389909,47.934493459568,1001.310047939571,1.0123804661616569,NORMAL,2,N-2-486,7,NORMAL,0,GREEN
2025-12-16 22:49:03,19.3205690063879,46.91315045773247,989.634611255365,1.0047544040802854,NORMAL,1,N-1-180,5,NORMAL,0,GREEN
2025-12-16 22:49:04,19.62187887335913,46.57430843464567,998.3548865922886,1.0139130207286344,NORMAL,3,N-3-741,12,NORMAL,0,GREEN
2025-12-16 22:49:05,19.703436004285624,48.21286045538379,985.69028402476,1.005012524035893,NORMAL,2,N-2-835,10,NORMAL,0,GREEN
2025-12-16 22:49:06,19.48919848176295,47.49004556515829,996.1101915092104,1.013097638613025,NORMAL,1,N-1-737,5,NORMAL,0,GREEN
2025-12-16 22:49:07,19.650529934683803,51.007985977165376,989.7687388682816,1.013380115410483,NORMAL,2,N-2-829,10,NORMAL,0,GREEN
2025-12-16 22:49:08,19.554245403757147,42.69806038321398,991.115760459282,1.0067271007093543,NORMAL,2,N-2-935,10,NORMAL,0,GREEN
2025-12-16 22:49:09,19.403232036809232,50.18301370384492,1006.8887454016837,1.0087675571361363,NORMAL,3,N-3-222,12,NORMAL,0,GREEN
2025-12-16 22:49:10,19.55420934082626,50.492170384995255,1005.7304809647542,1.0066828859945425,NORMAL,1,N-1-379,5,NORMAL,0,GREEN
2025-12-16 22:49:11,19.730705484969896,43.8532195351837,1001.8731049672574,1.009355236909134,NORMAL,1,N-1-297,5,NORMAL,0,GREEN
2025-12-16 22:49:12,19.49462609413351,47.3146248118393,988.2614978826192,1.0090758971474427,NORMAL,2,N-2-851,10,NORMAL,0,GREEN
2025-12-16 22:49:13,19.7346965483721,47.25711826800842,994.4687324024416,1.012338981596808,NORMAL,1,N-1-286,5,NORMAL,0,GREEN
2025-12-16 22:49:14,19.10703823438654,45.18497661056436,1006.7047815998336,1.013930926238359,NORMAL,2,N-2-870,7,NORMAL,0,GREEN
2025-12-16 22:49:15,19.623285375656284,46.44436662481825,998.1337353091192,1.01418705143237,NORMAL,3,N-3-445,15,NORMAL,0,GREEN
2025-12-16 22:49:16,19.513057060235727,45.77884830906834,1015.5546363198536,1.008313495920265,NORMAL,3,N-3-247,12,NORMAL,0,GREEN
2025-12-16 22:49:17,19.45514889743012,51.504540886847245,1000.146542715155,1.0093723343787664,NORMAL,3,N-3-739,15,NORMAL,0,GREEN
2025-12-16 22:49:18,19.513764116480324,49.871356786294925,998.5363929319202,1.004949685423337,FRAGILE,3,F-3-740,9,NORMAL,0,GREEN
2025-12-16 22:49:19,19.201864662809864,50.54311018998832,994.52706828638,1.0075823898005114,NORMAL,3,N-3-572,15,NORMAL,0,GREEN
2025-12-16 22:49:20,19.46704921682437,49.44334412808647,998.0683272382582,1.0128945548992925,NORMAL,2,N-2-397,7,NORMAL,0,GREEN
2025-12-16 22:49:21,19.553566885726763,45.741896457565545,995.7802413089556,1.0148467484706447,NORMAL,3,N-3-243,15,NORMAL,0,GREEN
2025-12-16 22:49:22,19.721684106711223,46.950959467440455,1002.6648694135088,1.0062969533843602,FRAGILE,2,F-2-671,4,NORMAL,0,GREEN
2025-12-16 22:49:23,19.422259467258957,48.97874912245584,1004.6536185343568,1.008222607222541,NORMAL,1,N-1-403,5,NORMAL,0,GREEN
2025-12-16 22:49:24,19.378725959566022,45.55574438221611,990.7120843159364,1.0099207827291232,NORMAL,2,N-2-136,7,NORMAL,0,GREEN
2025-12-16 22:49:25,19.42473644346232,49.425996860344775,986.3501363715378,1.0108404834764588,NORMAL,3,N-3-332,15,NORMAL,0,GREEN
2025-12-16 22:49:26,19.63731031765531,47.51934920368373,982.3103570151736,1.007571189440235,NORMAL,3,N-3-307,12,NORMAL,0,GREEN
2025-12-16 22:49:27,19.54931266644895,47.25035838490081,1001.0639306153004,1.0112721831333922,FRAGILE,3,F-3-153,9,NORMAL,0,GREEN
2025-12-16 22:49:28,19.420535969434944,49.42191993640698,988.173067150609,1.0085784819587873,NORMAL,1,N-1-686,5,NORMAL,0,GREEN
2025-12-16 22:49:29,19.576990114967003,48.88852662297208,979.77687525638,1.0099566431873652,NORMAL,1,N-1-521,5,NORMAL,0,GREEN
2025-12-16 22:49:30,19.51456163240221,47.27806766836184,1000.1086288362476,1.011638852744011,NORMAL,2,N-2-609,10,NORMAL,0,GREEN
2025-12-16 22:49:31,19.64529674857993,50.318659606728495,1016.9439961394625,1.0100192668094328,NORMAL,1,N-1-960,5,NORMAL,0,GREEN
2025-12-16 22:49:32,19.3946920359184,45.83787334480021,996.9514327076809,1.0086908423284202,NORMAL,2,N-2-437,10,NORMAL,0,GREEN
2025-12-16 22:49:33,19.450850678010333,49.231871213888525,1003.7079261956133,1.0096711705882224,NORMAL,2,N-2-819,7,NORMAL,0,GREEN
2025-12-16 22:49:34,19.441183777030176,49.18620251593677,997.6546348683804,1.009734911122384,NORMAL,1,N-1-260,5,NORMAL,0,GREEN
2025-12-16 22:49:35,19.28047275778018,47.38090712137202,996.2088827744708,1.0088899669103537,NORMAL,1,N-1-915,5,NORMAL,0,GREEN
2025-12-16 22:49:36,19.544418041559688,48.65226604448424,1004.352611863902,1.0092236118119986,NORMAL,3,N-3-739,12,NORMAL,0,GREEN
2025-12-16 22:49:37,19.539158290826983,45.49777284722939,994.6778036464908,1.0147959415115142,NORMAL,1,N-1-982,5,NORMAL,0,GREEN
2025-12-16 22:49:38,19.50076701849637,49.8480540384138,999.1391385125752,1.0116827583438237,NORMAL,2,N-2-849,10,NORMAL,0,GREEN
2025-12-16 22:49:39,19.46481192999373,47.63019572711402,999.573582449568,1.0091135590459126,FRAGILE,2,F-2-464,4,NORMAL,0,GREEN
2025-12-16 22:49:40,19.28769438869244,46.95455395896192,991.6552763708556,1.012090863213532,FRAGILE,3,F-3-382,9,NORMAL,0,GREEN
2025-12-16 22:49:41,19.4369032015852,50.09801845167378,1004.936338796292,1.008998541530732,NORMAL,3,N-3-897,12,NORMAL,0,GREEN
2025-12-16 22:49:42,19.448592822520983,46.59131261891448,995.6003219464368,1.01351937391276,NORMAL,1,N-1-580,5,NORMAL,0,GREEN
2025-12-16 22:49:43,19.37965840961676,45.18307740727288,990.9540387240572,1.0111089265765942,NORMAL,1,N-1-915,5,NORMAL,0,GREEN
2025-12-16 22:49:44,19.475807143250098,44.8867416529522,1001.2920787485632,1.0096780935679872,NORMAL,3,N-3-291,12,NORMAL,0,GREEN
2025-12-16 22:49:45,19.56060762852218,49.21201990269128,989.8122561456717,1.0113431507774309,NORMAL,1,N-1-271,5,NORMAL,0,GREEN
2025-12-16 22:49:46,19.78292788518158,45.43914129500743,997.2254492589532,1.0052873715437944,FRAGILE,2,F-2-472,4,NORMAL,0,GREEN
2025-12-16 22:49:47,19.526186671924776,51.50958836396873,996.9270480268464,1.0066196975932706,NORMAL,2,N-2-844,10,NORMAL,0,GREEN
2025-12-16 22:49:48,19.538632558608416,43.83614118423256,1005.6871645266526,1.006418224980803,FRAGILE,1,F-1-596,2,NORMAL,0,GREEN
2025-12-16 22:49:49,19.488833112635074,51.39291273658008,1000.7975858630396,1.0104288292842911,FRAGILE,2,F-2-198,4,NORMAL,0,GREEN
2025-12-16 22:49:50,19.212184317705145,48.42203493440524,996.7997843300388,1.0151975449984554,NORMAL,1,N-1-352,5,NORMAL,0,GREEN
2025-12-16 22:49:51,19.496022918682616,47.806573776259214,1003.5421303936024,1.016693900438578,NORMAL,1,N-1-260,5,NORMAL,0,GREEN
2025-12-16 22:49:52,19.509034531491157,46.9101618263821,1008.1216603921386,1.0119141533043223,NORMAL,3,N-3-892,15,NORMAL,0,GREEN
2025-12-16 22:49:53,19.86948631687279,48.79827222870414,1001.462482450815,1.011502533424833,NORMAL,2,N-2-669,7,NORMAL,0,GREEN
2025-12-16 22:49:54,19.47114585528283,47.9247305951503,997.082820958747,1.0045968267975418,NORMAL,3,N-3-891,12,NORMAL,0,GREEN
2025-12-16 22:49:55,19.54523210135004,50.20660376403304,986.5053101411988,1.008371978600798,NORMAL,2,N-2-953,7,NORMAL,0,GREEN
2025-12-16 22:49:56,19.49479323454421,48.22845529732408,988.479090695397,1.0076366487442754,NORMAL,3,N-3-254,15,NORMAL,0,GREEN
2025-12-16 22:49:57,19.32469829435707,48.30060352292376,994.5582023651626,1.0081374572052466,NORMAL,2,N-2-884,7,NORMAL,0,GREEN
2025-12-16 22:49:58,19.67142342217725,47.27277557557229,992.1239023827258,1.0094955685442455,NORMAL,1,N-1-345,5,NORMAL,0,GREEN
2025-12-16 22:49:59,19.61278995490301,47.88610875255787,995.5042295761164,1.0085837282669086,NORMAL,3,N-3-858,15,NORMAL,0,GREEN
2025-12-16 22:50:00,19.618654792056457,48.61560353778412,997.4531993991768,1.0040621005688726,NORMAL,2,N-2-507,7,NORMAL,0,GREEN
2025-12-16 22:50:01,19.36359188178079,44.57966321468675,1001.2375420348538,1.0122437307683525,NORMAL,1,N-1-924,5,NORMAL,0,GREEN
2025-12-16 22:50:02,19.71041914664041,45.30362915578857,996.4360097755272,1.0067817709227806,NORMAL,1,N-1-875,5,NORMAL,0,GREEN
2025-12-16 22:50:03,19.28972234058116,49.48652818804543,1000.8920131506096,1.0107177405923335,NORMAL,2,N-2-982,7,NORMAL,0,GREEN
2025-12-16 22:50:04,19.58802856407004,48.34173087625588,997.515795318481,1.01622224800925,NORMAL,3,N-3-453,15,NORMAL,0,GREEN
2025-12-16 22:50:05,19.828568343871492,47.63203332729464,981.196267469169,1.0072418462252408,NORMAL,2,N-2-953,10,NORMAL,0,GREEN
2025-12-16 22:50:06,19.3514195512304,48.036867866130784,989.48531684945,1.002409137431761,NORMAL,3,N-3-674,12,NORMAL,0,GREEN
2025-12-16 22:50:07,19.415055340559583,48.69516341072334,995.8472995542272,1.0091419873343597,NORMAL,2,N-2-413,10,NORMAL,0,GREEN
2025-12-16 22:50:08,19.514947704763145,46.92048063938128,987.3224420572712,1.0133028789049958,NORMAL,2,N-2-791,10,NORMAL,0,GREEN
2025-12-16 22:50:09,19.42447865188257,46.44339054919538,1001.7994298399695,1.0158750423626617,NORMAL,2,N-2-153,7,NORMAL,0,GREEN
2025-12-16 22:50:10,19.26740048534008,48.39169051019536,1009.2460066587496,1.0063113512166428,NORMAL,3,N-3-363,15,NORMAL,0,GREEN
2025-12-16 22:50:11,19.510284446220904,46.043254444769936,1006.7500948135786,1.0114900976697097,NORMAL,1,N-1-719,5,NORMAL,0,GREEN
2025-12-16 22:50:12,19.340654442941084,48.81650551142894,995.2924570325584,1.0086040686296598,NORMAL,1,N-1-873,5,NORMAL,0,GREEN
2025-12-16 22:50:13,19.57103886459528,44.59483279152432,1008.9258090947995,1.0096821549370876,NORMAL,1,N-1-449,5,NORMAL,0,GREEN
2025-12-16 22:50:14,19.36208636486493,50.05831127465129,998.1893396576168,1.0179330300410512,NORMAL,3,N-3-919,12,NORMAL,0,GREEN
2025-12-16 22:50:15,19.73249016075263,48.94519496482609,994.3033122310557,1.0054910890148143,FRAGILE,1,F-1-205,2,NORMAL,0,GREEN
2025-12-16 22:50:16,19.382512006149565,48.51205946862776,992.0927786916724,1.0107612189844837,NORMAL,2,N-2-219,10,NORMAL,0,GREEN
2025-12-16 22:50:17,19.451690772569147,49.96538196789103,994.580242508095,1.0114030795152964,NORMAL,3,N-3-157,12,NORMAL,0,GREEN
2025-12-16 22:50:18,19.62202758260545,51.33094888892515,993.8945854516702,1.013257358974818,NORMAL,3,N-3-573,15,NORMAL,0,GREEN
2025-12-16 22:50:19,19.315370352534902,50.02874013003626,998.363329779004,1.0102939494604126,NORMAL,1,N-1-226,5,NORMAL,0,GREEN
2025-12-16 22:50:20,19.53411899019062,44.31825153733671,998.2845918483988,1.0109241516185123,NORMAL,1,N-1-740,5,NORMAL,0,GREEN
2025-12-16 22:50:21,19.696071413142363,45.4408460665286,997.0243681612274,1.0088250542977346,NORMAL,2,N-2-850,7,NORMAL,0,GREEN
2025-12-16 22:50:22,19.25887751481581,46.750362844608645,1000.4955053579708,1.0108073808237352,NORMAL,2,N-2-217,10,NORMAL,0,GREEN
2025-12-16 22:50:23,19.527695078779846,48.05218210042167,1006.5251701982908,1.0089704231735075,NORMAL,1,N-1-984,5,NORMAL,0,GREEN
2025-12-16 22:50:24,19.538982419137263,49.03531804093824,1004.5964330835304,1.011864715669568,FRAGILE,1,F-1-803,2,NORMAL,0,GREEN
2025-12-16 22:50:25,19.617273430766595,46.54851237369307,985.1208162524008,1.0088911689918691,NORMAL,3,N-3-960,12,NORMAL,0,GREEN
2025-12-16 22:50:26,19.314457393368286,48.37353352895416,976.5686309207844,1.0111313011817065,NORMAL,3,N-3-253,15,NORMAL,0,GREEN
2025-12-16 22:50:27,19.30193150803736,46.48923413529336,1004.4745592899142,1.0099122115589452,NORMAL,3,N-3-796,12,NORMAL,0,GREEN
2025-12-16 22:50:28,19.57829123484253,46.776964394016105,986.0649704126766,1.0133781507523163,NORMAL,1,N-1-168,5,NORMAL,0,GREEN
2025-12-16 22:50:29,19.544547700984975,45.18667780630356,995.2018767848584,1.0098458188292343,NORMAL,3,N-3-849,15,NORMAL,0,GREEN
2025-12-16 22:50:30,19.53757392755188,46.15353350777819,987.6390957915252,1.0046809025953791,NORMAL,2,N-2-303,7,NORMAL,0,GREEN
2025-12-16 22:50:31,19.551967231424545,45.29663078876733,982.58415649936,1.013785764502142,NORMAL,2,N-2-440,7,NORMAL,0,GREEN
2025-12-16 22:50:32,19.397996291763228,46.04825349404533,1001.3317018256384,1.007282803097412,NORMAL,3,N-3-353,15,NORMAL,0,GREEN
2025-12-16 22:50:33,19.534838054574152,50.10728359321568,1003.0732412824212,1.0080387009840537,NORMAL,2,N-2-861,7,NORMAL,0,GREEN
2025-12-16 22:50:34,19.5439608709948,46.10120222233611,992.3879167941864,1.0082130161178695,FRAGILE,2,F-2-199,4,NORMAL,0,GREEN
2025-12-16 22:50:35,19.392847287296046,53.26476412967478,976.2716616628408,1.0141233142795123,NORMAL,2,N-2-861,10,NORMAL,0,GREEN
2025-12-16 22:50:36,19.779866176671717,48.98663580176178,992.6300444139802,1.003592977358064,NORMAL,3,N-3-868,12,NORMAL,0,GREEN
2025-12-16 22:50:37,19.571074938136768,48.36967224738975,1000.1344320432204,1.01941324560098,NORMAL,1,N-1-115,5,NORMAL,0,GREEN
2025-12-16 22:50:38,19.3213044754196,46.283284439637576,985.168707449807,1.0131681704271982,FRAGILE,3,F-3-995,9,NORMAL,0,GREEN
2025-12-16 22:50:39,19.59848304129508,49.40061975881798,998.4668793582332,1.0106697167423877,NORMAL,3,N-3-789,12,NORMAL,0,GREEN
2025-12-16 22:50:40,19.3537977494659,46.84872434752445,996.877521206616,1.0098353179981512,NORMAL,3,N-3-790,12,NORMAL,0,GREEN
2025-12-16 22:50:41,19.618062690561366,48.244019629290726,1001.6343319968088,1.010856662224573,FRAGILE,3,F-3-934,9,NORMAL,0,GREEN
2025-12-16 22:50:42,19.67378933685111,53.12016907653759,997.9566429473132,1.011563367285138,FRAGILE,1,F-1-941,2,NORMAL,0,GREEN
2025-12-16 22:50:43,19.376897652247244,47.8078802005507,989.2154484729476,1.0119356467578502,NORMAL,3,N-3-496,15,NORMAL,0,GREEN
2025-12-16 22:50:44,19.644506419386648,50.29854665257135,1006.572572013316,1.0116668133980105,NORMAL,3,N-3-352,15,NORMAL,0,GREEN
2025-12-16 22:50:45,19.561917139040474,46.59364714974822,995.7317634157844,1.0102687420437657,NORMAL,3,N-3-826,12,NORMAL,0,GREEN
2025-12-16 22:50:46,19.623309023999173,47.93002301900608,996.7815636839206,1.009407984739078,NORMAL,1,N-1-704,5,NORMAL,0,GREEN
2025-12-16 22:50:47,19.78451894739809,51.54160127127102,989.5338563274144,1.0095461801490395,NORMAL,2,N-2-517,7,NORMAL,0,GREEN
2025-12-16 22:50:48,19.46319178259957,46.74606588442447,993.453741990468,1.009415275158942,NORMAL,3,N-3-295,15,NORMAL,0,GREEN
2025-12-16 22:50:49,19.38693957534637,51.62489711599386,989.9215782877848,1.0134013102906012,NORMAL,2,N-2-592,7,NORMAL,0,GREEN
2025-12-16 22:50:50,19.366572835556173,49.41550387091095,995.6164315206128,1.0117806701668426,FRAGILE,3,F-3-519,9,NORMAL,0,GREEN
2025-12-16 22:50:51,19.377628457255184,46.87506644821146,1010.6936678411388,1.0011788340960073,FRAGILE,1,F-1-860,2,NORMAL,0,GREEN
2025-12-16 22:50:52,19.488434743587884,49.26481547811104,986.0247908565492,1.0119677023295892,NORMAL,2,N-2-291,10,NORMAL,0,GREEN
2025-12-16 22:50:53,19.55117279622249,49.94510889925346,984.091508816986,1.0105842085841563,FRAGILE,3,F-3-647,6,NORMAL,0,GREEN
2025-12-16 22:50:54,19.5415036198995,49.24361992443439,1008.7693626199488,1.0099438737306623,NORMAL,2,N-2-195,10,NORMAL,0,GREEN
2025-12-16 22:50:55,19.624077487355404,44.85955056021909,995.325410582785,1.0088344446407334,FRAGILE,3,F-3-136,9,NORMAL,0,GREEN
2025-12-16 22:50:56,19.501950283781685,46.54572564835026,991.6474180907206,1.013372338159958,NORMAL,1,N-1-378,5,NORMAL,0,GREEN
2025-12-16 22:50:57,19.7180301115736,47.50496272889699,1005.3192374991686,1.012842579386369,NORMAL,1,N-1-897,5,NORMAL,0,GREEN
2025-12-16 22:50:58,19.460301475014308,47.85113314179991,992.1550756821052,1.0076813669965292,NORMAL,1,N-1-695,5,NORMAL,0,GREEN
2025-12-16 22:50:59,19.908025374988444,49.24134419510136,1011.6080777083756,1.0112211568613736,NORMAL,1,N-1-798,5,NORMAL,0,GREEN
2025-12-16 22:51:00,19.59385010216475,48.35540200186651,1002.4234069707142,1.007085029796376,NORMAL,3,N-3-495,15,NORMAL,0,GREEN
2025-12-16 22:51:01,19.37142636653756,45.3293112825798,993.0967087348344,1.0058611455056332,FRAGILE,1,F-1-175,2,NORMAL,0,GREEN
2025-12-16 22:51:02,19.339366125290837,48.76039570201193,1014.258465706124,1.00811984832623,NORMAL,1,N-1-817,5,NORMAL,0,GREEN
2025-12-16 22:51:03,19.57237086228648,49.22117149056765,992.1542806159732,1.0125871804171482,FRAGILE,3,F-3-950,9,NORMAL,0,GREEN
2025-12-16 22:51:04,19.46648058220112,49.11958089586208,1002.9367629760744,1.0128593751361283,NORMAL,2,N-2-984,7,NORMAL,0,GREEN
